@RELATION browserninja.website
@ATTRIBUTE URL STRING
@ATTRIBUTE id NUMERIC
@ATTRIBUTE tagName STRING
@ATTRIBUTE childsNumber NUMERIC
@ATTRIBUTE textLength NUMERIC
@ATTRIBUTE basePlatform STRING
@ATTRIBUTE targetPlatform STRING
@ATTRIBUTE baseBrowser STRING
@ATTRIBUTE targetBrowser STRING
@ATTRIBUTE baseDPI NUMERIC
@ATTRIBUTE targetDPI NUMERIC
@ATTRIBUTE baseScreenshot STRING
@ATTRIBUTE targetScreenshot STRING
@ATTRIBUTE baseX NUMERIC
@ATTRIBUTE targetX NUMERIC
@ATTRIBUTE baseY NUMERIC
@ATTRIBUTE targetY NUMERIC
@ATTRIBUTE baseHeight NUMERIC
@ATTRIBUTE targetHeight NUMERIC
@ATTRIBUTE baseWidth NUMERIC
@ATTRIBUTE targetWidth NUMERIC
@ATTRIBUTE baseParentX NUMERIC
@ATTRIBUTE targetParentX NUMERIC
@ATTRIBUTE baseParentY NUMERIC
@ATTRIBUTE targetParentY NUMERIC
@ATTRIBUTE imageDiff NUMERIC
@ATTRIBUTE chiSquared NUMERIC
@ATTRIBUTE baseDeviceWidth NUMERIC
@ATTRIBUTE targetDeviceWidth NUMERIC
@ATTRIBUTE baseViewportWidth NUMERIC
@ATTRIBUTE targetViewportWidth NUMERIC
@ATTRIBUTE xpath STRING
@ATTRIBUTE baseXpath STRING
@ATTRIBUTE targetXpath STRING
@ATTRIBUTE phash NUMERIC
@ATTRIBUTE basePreviousSiblingLeft NUMERIC
@ATTRIBUTE targetPreviousSiblingLeft NUMERIC
@ATTRIBUTE basePreviousSiblingTop NUMERIC
@ATTRIBUTE targetPreviousSiblingTop NUMERIC
@ATTRIBUTE baseNextSiblingLeft NUMERIC
@ATTRIBUTE targetNextSiblingLeft NUMERIC
@ATTRIBUTE baseNextSiblingTop NUMERIC
@ATTRIBUTE targetNextSiblingTop NUMERIC
@ATTRIBUTE baseTextNodes NUMERIC
@ATTRIBUTE targetTextNodes NUMERIC
@ATTRIBUTE baseFontFamily STRING
@ATTRIBUTE targetFontFamily STRING
@DATA
http://wwatana.be/mobile/topsites/www.tmall.com/,29,IMG,0,0,"null","iOS 12.1 - Safari -- iOS - iPhone 8 Plus",null,null,-1.0,3.0,null,results/iphone8plus/29.png,-1,0,-1,0,-1,48,-1,48,-1,0,-1,0,-1.0,-1.0,-1,1242,-1,414,/body[2]/div[11]/div[3]/img[1],null,/body[2]/div[11]/div[3]/img[1],-1.0,-1,0,-1,0,-1,0,-1,0,-1,0,null,"PingFang SC"
http://wwatana.be/mobile/topsites/www.tmall.com/,28,DIV,1,539,"null","iOS 12.1 - Safari -- iOS - iPhone 8 Plus",null,null,-1.0,3.0,null,null,-1,0,-1,0,-1,48,-1,48,-1,0,-1,0,-1.0,-1.0,-1,1242,-1,414,/body[2]/div[11]/div[3],null,/body[2]/div[11]/div[3],-1.0,-1,0,-1,0,-1,0,-1,0,-1,0,null,"PingFang SC"
http://wwatana.be/mobile/topsites/www.tmall.com/,27,SPAN,0,2,"null","iOS 12.1 - Safari -- iOS - iPhone 8 Plus",null,null,-1.0,3.0,null,results/iphone8plus/27.png,-1,370,-1,107,-1,33,-1,30,-1,370,-1,107,-1.0,-1.0,-1,1242,-1,414,/body[2]/div[11]/div[2]/div[3]/a[1]/span[1],null,/body[2]/div[11]/div[2]/div[3]/a[1]/span[1],-1.0,-1,13,-1,99,-1,0,-1,0,-1,1,null,undefined
http://wwatana.be/mobile/topsites/www.tmall.com/,26,A,1,335,"null","iOS 12.1 - Safari -- iOS - iPhone 8 Plus",null,null,-1.0,3.0,null,null,-1,370,-1,107,-1,33,-1,30,-1,367,-1,99,-1.0,-1.0,-1,1242,-1,414,/body[2]/div[11]/div[2]/div[3]/a[1],null,/body[2]/div[11]/div[2]/div[3]/a[1],-1.0,-1,13,-1,99,-1,0,-1,0,-1,0,null,"PingFang SC"
http://wwatana.be/mobile/topsites/www.tmall.com/,25,DIV,2,776,"null","iOS 12.1 - Safari -- iOS - iPhone 8 Plus",null,null,-1.0,3.0,null,null,-1,367,-1,99,-1,48,-1,33,-1,0,-1,0,-1.0,-1.0,-1,1242,-1,414,/body[2]/div[11]/div[2]/div[3],null,/body[2]/div[11]/div[2]/div[3],-1.0,-1,13,-1,99,-1,0,-1,0,-1,0,null,"PingFang SC"
http://wwatana.be/mobile/topsites/www.tmall.com/,24,IMG,0,0,"null","iOS 12.1 - Safari -- iOS - iPhone 8 Plus",null,null,-1.0,3.0,null,results/iphone8plus/24.png,-1,13,-1,107,-1,33,-1,331,-1,13,-1,107,-1.0,-1.0,-1,1242,-1,414,/body[2]/div[11]/div[2]/div[2]/a[1]/img[1],null,/body[2]/div[11]/div[2]/div[2]/a[1]/img[1],-1.0,-1,0,-1,0,-1,367,-1,99,-1,0,null,"PingFang SC"
http://wwatana.be/mobile/topsites/www.tmall.com/,23,A,1,543,"null","iOS 12.1 - Safari -- iOS - iPhone 8 Plus",null,null,-1.0,3.0,null,null,-1,13,-1,107,-1,33,-1,33,-1,13,-1,99,-1.0,-1.0,-1,1242,-1,414,/body[2]/div[11]/div[2]/div[2]/a[1],null,/body[2]/div[11]/div[2]/div[2]/a[1],-1.0,-1,0,-1,0,-1,367,-1,99,-1,0,null,"PingFang SC"
http://wwatana.be/mobile/topsites/www.tmall.com/,22,DIV,2,738,"null","iOS 12.1 - Safari -- iOS - iPhone 8 Plus",null,null,-1.0,3.0,null,null,-1,13,-1,99,-1,48,-1,33,-1,0,-1,0,-1.0,-1.0,-1,1242,-1,414,/body[2]/div[11]/div[2]/div[2],null,/body[2]/div[11]/div[2]/div[2],-1.0,-1,0,-1,0,-1,367,-1,99,-1,0,null,"PingFang SC"
http://wwatana.be/mobile/topsites/www.tmall.com/,21,SPAN,0,7,"null","iOS 12.1 - Safari -- iOS - iPhone 8 Plus",null,null,-1.0,3.0,null,results/iphone8plus/21.png,-1,49,-1,47,-1,41,-1,105,-1,11,-1,48,-1.0,-1.0,-1,1242,-1,414,/body[2]/div[11]/div[2]/div[1]/a[2]/div[1]/span[2],null,/body[2]/div[11]/div[2]/div[1]/a[2]/div[1]/span[2],-1.0,-1,22,-1,59,-1,13,-1,99,-1,1,null,"PingFang SC"
http://wwatana.be/mobile/topsites/www.tmall.com/,20,IMG,0,0,"null","iOS 12.1 - Safari -- iOS - iPhone 8 Plus",null,null,-1.0,3.0,null,results/iphone8plus/20.png,-1,22,-1,59,-1,17,-1,16,-1,11,-1,48,-1.0,-1.0,-1,1242,-1,414,/body[2]/div[11]/div[2]/div[1]/a[2]/div[1]/img[1],null,/body[2]/div[11]/div[2]/div[1]/a[2]/div[1]/img[1],-1.0,-1,0,-1,0,-1,49,-1,47,-1,0,null,"PingFang SC"
